id:ID	:LABEL	label	description
EC:2.8.1.14	EnzymeClass	2.8.1.14	tRNA-5-taurinomethyluridine 2-sulfurtransferase
EC:2.8.2.4	EnzymeClass	2.8.2.4	estrone sulfotransferase
EC:2.8.2.18	EnzymeClass	2.8.2.18	cortisol sulfotransferase
EC:2.8.2.30	EnzymeClass	2.8.2.30	[heparan sulfate]-glucosamine 3-sulfotransferase 3
EC:3.1.1.1	EnzymeClass	3.1.1.1	carboxylesterase
EC:3.1.1.31	EnzymeClass	3.1.1.31	6-phosphogluconolactonase
EC:3.1.1.36	EnzymeClass	3.1.1.36	limonin-D-ring-lactonase
EC:3.1.1.54	EnzymeClass	3.1.1.54	acetoxybutynylbithiophene deacetylase
EC:3.1.1.72	EnzymeClass	3.1.1.72	acetylxylan esterase
EC:3.1.2.7	EnzymeClass	3.1.2.7	glutathione thiolesterase
EC:3.1.3.28	EnzymeClass	3.1.3.28	ADP-phosphoglycerate phosphatase
EC:3.1.3.71	EnzymeClass	3.1.3.71	2-phosphosulfolactate phosphatase
EC:3.1.3.81	EnzymeClass	3.1.3.81	diacylglycerol diphosphate phosphatase
EC:3.1.4.14	EnzymeClass	3.1.4.14	[acyl-carrier-protein] phosphodiesterase
EC:3.1.4.38	EnzymeClass	3.1.4.38	glycerophosphocholine cholinephosphodiesterase
EC:3.1.4.42	EnzymeClass	3.1.4.42	glycerol-1,2-cyclic-phosphate 2-phosphodiesterase
EC:3.1.13.2	EnzymeClass	3.1.13.2	exoribonuclease H
EC:3.2.-.-	EnzymeClass	3.2.-.-	Glycosylases
EC:3.2.1.11	EnzymeClass	3.2.1.11	dextranase
EC:3.2.1.33	EnzymeClass	3.2.1.33	amylo-alpha-1,6-glucosidase
EC:3.2.1.84	EnzymeClass	3.2.1.84	glucan 1,3-alpha-glucosidase
EC:3.2.1.92	EnzymeClass	3.2.1.92	peptidoglycan beta-N-acetylmuramidase
EC:3.2.1.118	EnzymeClass	3.2.1.118	prunasin beta-glucosidase
EC:3.2.1.123	EnzymeClass	3.2.1.123	endoglycosylceramidase
EC:3.2.2.7	EnzymeClass	3.2.2.7	adenosine nucleosidase
EC:3.2.2.16	EnzymeClass	3.2.2.16	methylthioadenosine nucleosidase
EC:3.3.2.4	EnzymeClass	3.3.2.4	trans-epoxysuccinate hydrolase
EC:3.4.11.-	EnzymeClass	3.4.11.-	Aminopeptidases
EC:3.4.11.19	EnzymeClass	3.4.11.19	D-stereospecific aminopeptidase
EC:3.4.11.21	EnzymeClass	3.4.11.21	aspartyl aminopeptidase
EC:3.4.13.5	EnzymeClass	3.4.13.5	Xaa-methyl-His dipeptidase
EC:3.4.19.1	EnzymeClass	3.4.19.1	acylaminoacyl-peptidase
EC:3.4.19.9	EnzymeClass	3.4.19.9	folate gamma-glutamyl hydrolase
EC:3.4.19.12	EnzymeClass	3.4.19.12	ubiquitinyl hydrolase 1
EC:3.4.21.22	EnzymeClass	3.4.21.22	coagulation factor IXa
EC:3.4.21.48	EnzymeClass	3.4.21.48	cerevisin
EC:3.4.21.83	EnzymeClass	3.4.21.83	oligopeptidase B
EC:3.4.21.85	EnzymeClass	3.4.21.85	limulus clotting factor _overbar_B_
EC:3.4.21.88	EnzymeClass	3.4.21.88	repressor LexA
EC:3.4.21.93	EnzymeClass	3.4.21.93	proprotein convertase 1
EC:3.4.21.94	EnzymeClass	3.4.21.94	proprotein convertase 2
EC:3.4.22.25	EnzymeClass	3.4.22.25	glycyl endopeptidase
EC:3.4.22.38	EnzymeClass	3.4.22.38	cathepsin K
EC:3.4.23.20	EnzymeClass	3.4.23.20	penicillopepsin
EC:3.4.23.39	EnzymeClass	3.4.23.39	plasmepsin II
EC:3.4.24.24	EnzymeClass	3.4.24.24	gelatinase A
EC:3.4.24.46	EnzymeClass	3.4.24.46	adamalysin
EC:3.5.1.96	EnzymeClass	3.5.1.96	succinylglutamate desuccinylase
EC:3.5.1.127	EnzymeClass	3.5.1.127	jasmonoyl-L-amino acid hydrolase
EC:3.5.2.18	EnzymeClass	3.5.2.18	enamidase
EC:3.5.5.4	EnzymeClass	3.5.5.4	cyanoalanine nitrilase
EC:3.5.99.3	EnzymeClass	3.5.99.3	hydroxydechloroatrazine ethylaminohydrolase
EC:3.6.1.2	EnzymeClass	3.6.1.2	trimetaphosphatase
EC:3.6.1.10	EnzymeClass	3.6.1.10	endopolyphosphatase
EC:3.6.1.40	EnzymeClass	3.6.1.40	guanosine-5'-triphosphate,3'-diphosphate phosphatase
EC:3.6.4.2	EnzymeClass	3.6.4.2	dynein ATPase
EC:3.7.1.17	EnzymeClass	3.7.1.17	4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
EC:3.7.1.23	EnzymeClass	3.7.1.23	maleylpyruvate hydrolase
EC:3.8.2.-	EnzymeClass	3.8.2.-	In phosphorus-halide compounds (deleted sub-subclass)
EC:3.13.1.-	EnzymeClass	3.13.1.-	Acting on carbon-sulfur bonds (only sub-subclass identified to date)
EC:4.1.1.30	EnzymeClass	4.1.1.30	pantothenoylcysteine decarboxylase
EC:4.1.1.31	EnzymeClass	4.1.1.31	phosphoenolpyruvate carboxylase
EC:4.1.1.38	EnzymeClass	4.1.1.38	phosphoenolpyruvate carboxykinase (diphosphate)
EC:4.1.1.48	EnzymeClass	4.1.1.48	indole-3-glycerol-phosphate synthase
EC:4.1.1.100	EnzymeClass	4.1.1.100	prephenate decarboxylase
EC:4.1.2.5	EnzymeClass	4.1.2.5	L-threonine aldolase
EC:4.1.2.36	EnzymeClass	4.1.2.36	lactate aldolase
EC:4.1.2.43	EnzymeClass	4.1.2.43	3-hexulose-6-phosphate synthase
EC:4.1.3.14	EnzymeClass	4.1.3.14	L-erythro-3-hydroxyaspartate aldolase
EC:4.1.3.17	EnzymeClass	4.1.3.17	4-hydroxy-4-methyl-2-oxoglutarate aldolase
EC:4.1.3.36	EnzymeClass	4.1.3.36	1,4-dihydroxy-2-naphthoyl-CoA synthase
EC:4.2.1.8	EnzymeClass	4.2.1.8	mannonate dehydratase
EC:4.2.1.20	EnzymeClass	4.2.1.20	tryptophan synthase
EC:4.2.1.35	EnzymeClass	4.2.1.35	(R)-2-methylmalate dehydratase
EC:4.2.1.55	EnzymeClass	4.2.1.55	3-hydroxybutyryl-CoA dehydratase
EC:4.2.1.80	EnzymeClass	4.2.1.80	2-oxopent-4-enoate hydratase
EC:4.2.1.83	EnzymeClass	4.2.1.83	4-oxalomesaconate hydratase
EC:4.2.1.87	EnzymeClass	4.2.1.87	octopamine dehydratase
EC:4.2.1.108	EnzymeClass	4.2.1.108	ectoine synthase
EC:4.2.1.171	EnzymeClass	4.2.1.171	cis-L-3-hydroxyproline dehydratase
EC:4.2.1.112	EnzymeClass	4.2.1.112	acetylene hydratase
EC:4.2.1.114	EnzymeClass	4.2.1.114	methanogen homoaconitase
EC:4.2.1.131	EnzymeClass	4.2.1.131	carotenoid 1,2-hydratase
EC:4.2.1.133	EnzymeClass	4.2.1.133	copal-8-ol diphosphate hydratase
EC:4.2.2.15	EnzymeClass	4.2.2.15	anhydrosialidase
EC:4.2.2.17	EnzymeClass	4.2.2.17	inulin fructotransferase (DFA-I-forming)
EC:4.2.3.2	EnzymeClass	4.2.3.2	ethanolamine-phosphate phospho-lyase
EC:4.2.3.23	EnzymeClass	4.2.3.23	germacrene-A synthase
EC:4.2.3.31	EnzymeClass	4.2.3.31	ent-pimara-9(11),15-diene synthase
EC:4.2.3.37	EnzymeClass	4.2.3.37	epi-isozizaene synthase
EC:4.2.3.108	EnzymeClass	4.2.3.108	1,8-cineole synthase
EC:4.2.3.134	EnzymeClass	4.2.3.134	5-phosphonooxy-L-lysine phospho-lyase
EC:4.2.3.150	EnzymeClass	4.2.3.150	cembrene A synthase
EC:4.2.3.178	EnzymeClass	4.2.3.178	stellata-2,6,19-triene synthase
EC:4.3.1.7	EnzymeClass	4.3.1.7	ethanolamine ammonia-lyase
EC:4.3.1.26	EnzymeClass	4.3.1.26	chromopyrrolate synthase
EC:4.3.3.2	EnzymeClass	4.3.3.2	strictosidine synthase
EC:4.3.3.5	EnzymeClass	4.3.3.5	4'-demethylrebeccamycin synthase
EC:4.4.1.10	EnzymeClass	4.4.1.10	cysteine lyase
EC:4.4.1.35	EnzymeClass	4.4.1.35	L-cystine beta-lyase
EC:4.99.1.9	EnzymeClass	4.99.1.9	coproporphyrin ferrochelatase
EC:5.-.-.-	EnzymeClass	5.-.-.-	Isomerases
EC:5.1.-.-	EnzymeClass	5.1.-.-	Racemases and epimerases
EC:5.1.1.6	EnzymeClass	5.1.1.6	threonine racemase
EC:5.1.1.9	EnzymeClass	5.1.1.9	arginine racemase
EC:5.1.1.13	EnzymeClass	5.1.1.13	aspartate racemase
EC:5.1.2.5	EnzymeClass	5.1.2.5	tartrate epimerase
EC:5.1.3.7	EnzymeClass	5.1.3.7	UDP-N-acetylglucosamine 4-epimerase
EC:5.1.3.22	EnzymeClass	5.1.3.22	L-ribulose-5-phosphate 3-epimerase
EC:5.3.2.5	EnzymeClass	5.3.2.5	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
EC:5.3.2.8	EnzymeClass	5.3.2.8	4-oxalomesaconate tautomerase
EC:5.4.4.3	EnzymeClass	5.4.4.3	3-(hydroxyamino)phenol mutase
EC:5.4.99.17	EnzymeClass	5.4.99.17	squalene---hopene cyclase
EC:5.4.99.28	EnzymeClass	5.4.99.28	tRNA pseudouridine32 synthase
EC:5.4.99.56	EnzymeClass	5.4.99.56	tirucalladienol synthase
EC:5.5.1.19	EnzymeClass	5.5.1.19	lycopene beta-cyclase
EC:5.5.1.22	EnzymeClass	5.5.1.22	(-)-bornyl diphosphate synthase
EC:6.2.1.27	EnzymeClass	6.2.1.27	4-hydroxybenzoate---CoA ligase
EC:6.2.1.32	EnzymeClass	6.2.1.32	anthranilate---CoA ligase
EC:6.2.1.34	EnzymeClass	6.2.1.34	trans-feruloyl-CoA synthase
EC:6.3.1.12	EnzymeClass	6.3.1.12	D-aspartate ligase
EC:6.3.2.3	EnzymeClass	6.3.2.3	glutathione synthase
EC:6.3.2.25	EnzymeClass	6.3.2.25	tubulin---tyrosine ligase
EC:6.3.2.45	EnzymeClass	6.3.2.45	UDP-N-acetylmuramate---L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate ligase
EC:6.3.4.11	EnzymeClass	6.3.4.11	biotin---[methylcrotonoyl-CoA-carboxylase] ligase
EC:6.3.4.13	EnzymeClass	6.3.4.13	phosphoribosylamine---glycine ligase
EC:6.3.5.1	EnzymeClass	6.3.5.1	NAD+ synthase (glutamine-hydrolysing)
EC:6.4.1.6	EnzymeClass	6.4.1.6	acetone carboxylase
EC:7.1.1.2	EnzymeClass	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
EC:1.1.2.2	EnzymeClass	1.1.2.2	mannitol dehydrogenase (cytochrome)
EC:1.1.2.1	EnzymeClass	1.1.2.1	glycerolphosphate dehydrogenase
EC:1.1.3.16	EnzymeClass	1.1.3.16	ecdysone oxidase
EC:1.1.3.29	EnzymeClass	1.1.3.29	N-acylhexosamine oxidase
EC:1.1.4.-	EnzymeClass	1.1.4.-	With a disulfide as acceptor
EC:1.1.99.10	EnzymeClass	1.1.99.10	glucose dehydrogenase (acceptor)
EC:1.1.99.42	EnzymeClass	1.1.99.42	4-pyridoxic acid dehydrogenase
EC:1.1.1.76	EnzymeClass	1.1.1.76	(S,S)-butanediol dehydrogenase
EC:1.1.1.173	EnzymeClass	1.1.1.173	L-rhamnose 1-dehydrogenase
EC:1.1.1.235	EnzymeClass	1.1.1.235	8-oxocoformycin reductase
EC:1.1.1.274	EnzymeClass	1.1.1.274	2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming)
EC:1.1.1.297	EnzymeClass	1.1.1.297	limonene-1,2-diol dehydrogenase
EC:1.1.1.317	EnzymeClass	1.1.1.317	perakine reductase
EC:1.1.1.344	EnzymeClass	1.1.1.344	dTDP-6-deoxy-L-talose 4-dehydrogenase [NAD(P)+]
EC:1.1.1.368	EnzymeClass	1.1.1.368	6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase
EC:1.1.1.392	EnzymeClass	1.1.1.392	3alpha-hydroxycholanate dehydrogenase (NADP+)
EC:1.1.1.407	EnzymeClass	1.1.1.407	D-altritol 5-dehydrogenase
EC:1.2.1.25	EnzymeClass	1.2.1.25	2-oxoisovalerate dehydrogenase (acylating)
EC:1.2.1.29	EnzymeClass	1.2.1.29	aryl-aldehyde dehydrogenase
EC:1.2.1.32	EnzymeClass	1.2.1.32	aminomuconate-semialdehyde dehydrogenase
EC:1.2.1.39	EnzymeClass	1.2.1.39	phenylacetaldehyde dehydrogenase
EC:1.2.1.58	EnzymeClass	1.2.1.58	phenylglyoxylate dehydrogenase (acylating)
EC:1.2.1.82	EnzymeClass	1.2.1.82	beta-apo-4'-carotenal oxygenase
EC:1.2.1.88	EnzymeClass	1.2.1.88	L-glutamate gamma-semialdehyde dehydrogenase
EC:1.2.1.100	EnzymeClass	1.2.1.100	5-formyl-3-hydroxy-2-methylpyridine 4-carboxylic acid 5-dehydrogenase
EC:1.2.7.7	EnzymeClass	1.2.7.7	3-methyl-2-oxobutanoate dehydrogenase (ferredoxin)
EC:1.2.7.10	EnzymeClass	1.2.7.10	oxalate oxidoreductase
EC:1.2.99.3	EnzymeClass	1.2.99.3	aldehyde dehydrogenase (pyrroloquinoline-quinone)
EC:1.2.99.6	EnzymeClass	1.2.99.6	carboxylate reductase
EC:1.3.1.115	EnzymeClass	1.3.1.115	3-oxocholoyl-CoA 4-desaturase
EC:1.3.3.7	EnzymeClass	1.3.3.7	dihydrouracil oxidase
EC:1.3.3.9	EnzymeClass	1.3.3.9	secologanin synthase
EC:1.3.3.15	EnzymeClass	1.3.3.15	coproporphyrinogen III oxidase (coproporphyrin-forming)
EC:1.3.5.6	EnzymeClass	1.3.5.6	9,9'-dicis-zeta-carotene desaturase
EC:1.3.99.-	EnzymeClass	1.3.99.-	With unknown physiological acceptors
EC:1.3.99.40	EnzymeClass	1.3.99.40	carotenoid chi-ring synthase
EC:1.4.3.2	EnzymeClass	1.4.3.2	L-amino-acid oxidase
EC:1.5.1.11	EnzymeClass	1.5.1.11	D-octopine dehydrogenase
EC:1.5.1.12	EnzymeClass	1.5.1.12	1-pyrroline-5-carboxylate dehydrogenase
EC:1.5.1.25	EnzymeClass	1.5.1.25	thiomorpholine-carboxylate dehydrogenase
EC:1.5.3.15	EnzymeClass	1.5.3.15	N8-acetylspermidine oxidase (propane-1,3-diamine-forming)
EC:1.5.3.23	EnzymeClass	1.5.3.23	glyphosate oxidoreductase
EC:1.6.2.5	EnzymeClass	1.6.2.5	NADPH---cytochrome-c2 reductase
EC:1.7.1.15	EnzymeClass	1.7.1.15	nitrite reductase (NADH)
EC:1.7.2.-	EnzymeClass	1.7.2.-	With a cytochrome as acceptor
EC:1.7.3.4	EnzymeClass	1.7.3.4	hydroxylamine oxidase
EC:1.8.3.2	EnzymeClass	1.8.3.2	thiol oxidase
EC:1.8.3.5	EnzymeClass	1.8.3.5	prenylcysteine oxidase
EC:1.8.4.1	EnzymeClass	1.8.4.1	glutathione---homocystine transhydrogenase
EC:1.8.7.1	EnzymeClass	1.8.7.1	assimilatory sulfite reductase (ferredoxin)
EC:1.8.98.1	EnzymeClass	1.8.98.1	dihydromethanophenazine:CoB-CoM heterodisulfide reductase
EC:1.13.11.6	EnzymeClass	1.13.11.6	3-hydroxyanthranilate 3,4-dioxygenase
EC:1.13.11.12	EnzymeClass	1.13.11.12	linoleate 13S-lipoxygenase
EC:1.13.11.19	EnzymeClass	1.13.11.19	cysteamine dioxygenase
EC:1.13.11.86	EnzymeClass	1.13.11.86	5-aminosalicylate 1,2-dioxygenase
EC:1.13.12.4	EnzymeClass	1.13.12.4	lactate 2-monooxygenase
EC:1.13.99.3	EnzymeClass	1.13.99.3	tryptophan 2'-dioxygenase
EC:1.14.11.9	EnzymeClass	1.14.11.9	flavanone 3-dioxygenase
EC:1.14.11.31	EnzymeClass	1.14.11.31	thebaine 6-O-demethylase
EC:1.14.12.18	EnzymeClass	1.14.12.18	biphenyl 2,3-dioxygenase
EC:1.14.13.14	EnzymeClass	1.14.13.14	trans-cinnamate 2-monooxygenase
EC:1.14.13.35	EnzymeClass	1.14.13.35	anthranilate 3-monooxygenase (deaminating)
EC:1.14.13.47	EnzymeClass	1.14.13.47	(S)-limonene 3-monooxygenase
EC:1.14.13.88	EnzymeClass	1.14.13.88	flavanoid 3',5'-hydroxylase
EC:1.14.13.97	EnzymeClass	1.14.13.97	taurochenodeoxycholate 6alpha-hydroxylase
EC:1.14.13.101	EnzymeClass	1.14.13.101	senecionine N-oxygenase
EC:1.14.13.208	EnzymeClass	1.14.13.208	benzoyl-CoA 2,3-epoxidase
EC:1.14.13.212	EnzymeClass	1.14.13.212	1,3,7-trimethyluric acid 5-monooxygenase
EC:1.14.13.234	EnzymeClass	1.14.13.234	5a,11a-dehydrotetracycline 5-monooxygenase
EC:1.14.14.23	EnzymeClass	1.14.14.23	cholesterol 7alpha-monooxygenase
EC:1.14.14.41	EnzymeClass	1.14.14.41	(E)-2-methylbutanal oxime monooxygenase
EC:1.14.14.54	EnzymeClass	1.14.14.54	phenylacetate 2-hydroxylase
EC:1.14.14.108	EnzymeClass	1.14.14.108	2,5-diketocamphane 1,2-monooxygenase
EC:1.14.14.132	EnzymeClass	1.14.14.132	(-)-4'-demethyl-deoxypodophyllotoxin 4-hydroxylase
EC:1.14.14.141	EnzymeClass	1.14.14.141	psoralen synthase
EC:1.14.15.8	EnzymeClass	1.14.15.8	steroid 15beta-monooxygenase
EC:1.14.15.14	EnzymeClass	1.14.15.14	methyl-branched lipid omega-hydroxylase
EC:1.14.19.17	EnzymeClass	1.14.19.17	sphingolipid 4-desaturase
EC:1.14.19.22	EnzymeClass	1.14.19.22	acyl-lipid omega-6 desaturase (cytochrome b5)
EC:1.14.19.38	EnzymeClass	1.14.19.38	acyl-lipid Delta6-acetylenase
EC:1.14.19.61	EnzymeClass	1.14.19.61	dihydrorhizobitoxine desaturase
EC:1.14.19.71	EnzymeClass	1.14.19.71	fumitremorgin C synthase
EC:1.14.20.8	EnzymeClass	1.14.20.8	(-)-deoxypodophyllotoxin synthase
EC:1.14.20.12	EnzymeClass	1.14.20.12	3-[(E)-2-isocyanoethenyl]-1H-indole synthase
EC:1.14.99.4	EnzymeClass	1.14.99.4	progesterone monooxygenase
EC:1.14.99.9	EnzymeClass	1.14.99.9	steroid 17alpha-monooxygenase
EC:1.14.99.12	EnzymeClass	1.14.99.12	androst-4-ene-3,17-dione monooxygenase
EC:1.14.99.36	EnzymeClass	1.14.99.36	beta-carotene 15,15'-monooxygenase
EC:1.14.99.46	EnzymeClass	1.14.99.46	pyrimidine oxygenase
EC:1.16.1.9	EnzymeClass	1.16.1.9	ferric-chelate reductase (NADPH)
EC:1.17.99.-	EnzymeClass	1.17.99.-	With unknown physiological acceptors
EC:1.20.99.-	EnzymeClass	1.20.99.-	With unknown physiological acceptors
EC:1.21.4.4	EnzymeClass	1.21.4.4	betaine reductase
EC:2.6.99.-	EnzymeClass	2.6.99.-	Transferring other nitrogenous groups
EC:2.6.1.13	EnzymeClass	2.6.1.13	ornithine aminotransferase
EC:2.6.1.26	EnzymeClass	2.6.1.26	thyroid-hormone transaminase
EC:2.6.1.32	EnzymeClass	2.6.1.32	valine---3-methyl-2-oxovalerate transaminase
EC:2.6.1.50	EnzymeClass	2.6.1.50	glutamine---scyllo-inositol transaminase
EC:2.6.1.55	EnzymeClass	2.6.1.55	taurine---2-oxoglutarate transaminase
EC:2.6.1.56	EnzymeClass	2.6.1.56	1D-1-guanidino-3-amino-1,3-dideoxy-scyllo-inositol transaminase
EC:2.6.1.82	EnzymeClass	2.6.1.82	putrescine---2-oxoglutarate transaminase
EC:2.6.1.89	EnzymeClass	2.6.1.89	dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose transaminase
EC:2.6.2.-	EnzymeClass	2.6.2.-	Amidinotransferases (deleted sub-subclass)
EC:2.6.3.1	EnzymeClass	2.6.3.1	oximinotransferase
EC:2.1.1.208	EnzymeClass	2.1.1.208	23S rRNA (uridine2479-2'-O)-methyltransferase
EC:2.1.1.120	EnzymeClass	2.1.1.120	12-hydroxydihydrochelirubine 12-O-methyltransferase
EC:2.1.1.153	EnzymeClass	2.1.1.153	vitexin 2''-O-rhamnoside 7-O-methyltransferase
EC:2.1.1.162	EnzymeClass	2.1.1.162	glycine/sarcosine/dimethylglycine N-methyltransferase
EC:2.1.1.170	EnzymeClass	2.1.1.170	16S rRNA (guanine527-N7)-methyltransferase
EC:2.1.1.172	EnzymeClass	2.1.1.172	16S rRNA (guanine1207-N2)-methyltransferase
EC:2.1.1.212	EnzymeClass	2.1.1.212	2,7,4'-trihydroxyisoflavanone 4'-O-methyltransferase
EC:2.1.1.221	EnzymeClass	2.1.1.221	tRNA (guanine9-N1)-methyltransferase
EC:2.1.1.235	EnzymeClass	2.1.1.235	dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase
EC:2.1.1.250	EnzymeClass	2.1.1.250	trimethylamine---corrinoid protein Co-methyltransferase
EC:2.1.1.276	EnzymeClass	2.1.1.276	gibberellin A4 carboxyl methyltransferase
EC:2.1.1.281	EnzymeClass	2.1.1.281	phenylpyruvate C3-methyltransferase
EC:2.1.1.325	EnzymeClass	2.1.1.325	juvenile hormone-III synthase
EC:2.1.2.11	EnzymeClass	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase
EC:2.1.2.13	EnzymeClass	2.1.2.13	UDP-4-amino-4-deoxy-L-arabinose formyltransferase
EC:2.1.3.2	EnzymeClass	2.1.3.2	aspartate carbamoyltransferase
EC:2.3.1.2	EnzymeClass	2.3.1.2	imidazole N-acetyltransferase
EC:2.3.1.27	EnzymeClass	2.3.1.27	cortisol O-acetyltransferase
EC:2.3.1.216	EnzymeClass	2.3.1.216	5,7-dihydroxy-2-methylchromone synthase
EC:2.3.1.219	EnzymeClass	2.3.1.219	demethoxycurcumin synthase
EC:2.3.1.222	EnzymeClass	2.3.1.222	phosphate propanoyltransferase
EC:2.4.1.7	EnzymeClass	2.4.1.7	sucrose phosphorylase
EC:2.4.1.14	EnzymeClass	2.4.1.14	sucrose-phosphate synthase
EC:2.4.1.28	EnzymeClass	2.4.1.28	glucosyl-DNA beta-glucosyltransferase
EC:2.4.1.48	EnzymeClass	2.4.1.48	heteroglycan alpha-mannosyltransferase
EC:2.4.1.83	EnzymeClass	2.4.1.83	dolichyl-phosphate beta-D-mannosyltransferase
EC:2.4.1.105	EnzymeClass	2.4.1.105	vitexin beta-glucosyltransferase
EC:2.4.1.122	EnzymeClass	2.4.1.122	N-acetylgalactosaminide beta-1,3-galactosyltransferase
EC:2.4.1.181	EnzymeClass	2.4.1.181	hydroxyanthraquinone glucosyltransferase
EC:2.4.1.206	EnzymeClass	2.4.1.206	lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase
EC:2.4.1.211	EnzymeClass	2.4.1.211	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase
EC:2.4.1.236	EnzymeClass	2.4.1.236	flavanone 7-O-glucoside 2''-O-beta-L-rhamnosyltransferase
EC:2.4.1.285	EnzymeClass	2.4.1.285	UDP-GlcNAc:ribostamycin N-acetylglucosaminyltransferase
EC:2.4.1.317	EnzymeClass	2.4.1.317	O-mycaminosyltylonolide 6-deoxyallosyltransferase
EC:2.4.1.356	EnzymeClass	2.4.1.356	glucosyl-dolichyl phosphate glucuronosyltransferase
EC:2.4.2.10	EnzymeClass	2.4.2.10	orotate phosphoribosyltransferase
EC:2.4.99.2	EnzymeClass	2.4.99.2	beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminide alpha-2,3-sialyltransferase
EC:2.5.1.46	EnzymeClass	2.5.1.46	deoxyhypusine synthase
EC:2.5.1.75	EnzymeClass	2.5.1.75	tRNA dimethylallyltransferase
EC:2.5.1.99	EnzymeClass	2.5.1.99	all-trans-phytoene synthase
EC:2.5.1.117	EnzymeClass	2.5.1.117	homogentisate solanesyltransferase
EC:2.7.1.3	EnzymeClass	2.7.1.3	ketohexokinase
EC:2.7.1.5	EnzymeClass	2.7.1.5	rhamnulokinase
EC:2.7.1.6	EnzymeClass	2.7.1.6	galactokinase
EC:2.7.1.10	EnzymeClass	2.7.1.10	phosphoglucokinase
EC:2.7.1.33	EnzymeClass	2.7.1.33	pantothenate kinase
EC:2.7.1.49	EnzymeClass	2.7.1.49	hydroxymethylpyrimidine kinase
EC:2.7.1.79	EnzymeClass	2.7.1.79	diphosphate---glycerol phosphotransferase
EC:2.7.1.95	EnzymeClass	2.7.1.95	kanamycin kinase
EC:2.7.1.136	EnzymeClass	2.7.1.136	macrolide 2'-kinase
EC:2.7.1.165	EnzymeClass	2.7.1.165	glycerate 2-kinase
EC:2.7.1.201	EnzymeClass	2.7.1.201	protein-Npi-phosphohistidine---trehalose phosphotransferase
EC:2.7.1.207	EnzymeClass	2.7.1.207	protein-Npi-phosphohistidine---lactose phosphotransferase
EC:2.7.1.208	EnzymeClass	2.7.1.208	protein-Npi-phosphohistidine---maltose phosphotransferase
EC:2.7.2.3	EnzymeClass	2.7.2.3	phosphoglycerate kinase
EC:2.7.2.12	EnzymeClass	2.7.2.12	acetate kinase (diphosphate)
EC:2.7.4.20	EnzymeClass	2.7.4.20	dolichyl-diphosphate---polyphosphate phosphotransferase
EC:2.7.7.1	EnzymeClass	2.7.7.1	nicotinamide-nucleotide adenylyltransferase
EC:2.7.7.9	EnzymeClass	2.7.7.9	UTP---glucose-1-phosphate uridylyltransferase
EC:2.7.7.23	EnzymeClass	2.7.7.23	UDP-N-acetylglucosamine diphosphorylase
EC:2.7.7.47	EnzymeClass	2.7.7.47	streptomycin 3''-adenylyltransferase
EC:2.7.7.61	EnzymeClass	2.7.7.61	citrate lyase holo-[acyl-carrier protein] synthase
EC:2.7.7.68	EnzymeClass	2.7.7.68	2-phospho-L-lactate guanylyltransferase
EC:2.7.7.93	EnzymeClass	2.7.7.93	phosphonoformate cytidylyltransferase
EC:2.7.7.98	EnzymeClass	2.7.7.98	4-hydroxybenzoate adenylyltransferase
EC:2.7.7.100	EnzymeClass	2.7.7.100	SAMP-activating enzyme
EC:2.7.8.32	EnzymeClass	2.7.8.32	3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose xylosylphosphotransferase
EC:2.7.9.5	EnzymeClass	2.7.9.5	phosphoglucan, water dikinase
EC:2.8.1.11	EnzymeClass	2.8.1.11	molybdopterin synthase sulfurtransferase
EC:2.8.1.12	EnzymeClass	2.8.1.12	molybdopterin synthase
EC:2.8.1.13	EnzymeClass	2.8.1.13	tRNA-uridine 2-sulfurtransferase
EC:2.8.2.22	EnzymeClass	2.8.2.22	aryl-sulfate sulfotransferase
EC:2.8.2.25	EnzymeClass	2.8.2.25	flavonol 3-sulfotransferase
EC:2.8.3.21	EnzymeClass	2.8.3.21	L-carnitine CoA-transferase
EC:2.8.4.5	EnzymeClass	2.8.4.5	tRNA (N6-L-threonylcarbamoyladenosine37-C2)-methylthiotransferase
EC:3.1.-.-	EnzymeClass	3.1.-.-	Acting on ester bonds
EC:3.1.1.7	EnzymeClass	3.1.1.7	acetylcholinesterase
EC:3.1.1.15	EnzymeClass	3.1.1.15	L-arabinonolactonase
EC:3.1.1.47	EnzymeClass	3.1.1.47	1-alkyl-2-acetylglycerophosphocholine esterase
EC:3.1.1.91	EnzymeClass	3.1.1.91	2-oxo-3-(5-oxofuran-2-ylidene)propanoate lactonase
