id:ID	:LABEL	label	biotype	description	source	source2
ENSG00000173068	Gene	BNC2	protein_coding	basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]	ensembl	ensembl_havana
ENSG00000111249	Gene	CUX2	protein_coding	cut like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19347]	ensembl	ensembl_havana
ENSG00000198553	Gene	KCNRG	protein_coding	potassium channel regulator [Source:HGNC Symbol;Acc:HGNC:18893]	ensembl	ensembl_havana
ENSG00000228515	Gene	MAS1L	protein_coding	MAS1 proto-oncogene like, G protein-coupled receptor [Source:HGNC Symbol;Acc:HGNC:13961]	ensembl	ensembl_havana
ENSG00000011478	Gene	QPCTL	protein_coding	glutaminyl-peptide cyclotransferase like [Source:HGNC Symbol;Acc:HGNC:25952]	ensembl	ensembl_havana
ENSG00000272514	Gene	CFAP206	protein_coding	cilia and flagella associated protein 206 [Source:HGNC Symbol;Acc:HGNC:21405]	ensembl	ensembl_havana
ENSG00000220201	Gene	ZGLP1	protein_coding	zinc finger, GATA-like protein 1 [Source:HGNC Symbol;Acc:HGNC:37245]	ensembl	ensembl_havana
ENSG00000221843	Gene	C2orf16	protein_coding	chromosome 2 open reading frame 16 [Source:HGNC Symbol;Acc:HGNC:25275]	ensembl	ensembl_havana
ENSG00000158158	Gene	CNNM4	protein_coding	cyclin and CBS domain divalent metal cation transport mediator 4 [Source:HGNC Symbol;Acc:HGNC:105]	ensembl	ensembl_havana
ENSG00000163704	Gene	PRRT3	protein_coding	proline rich transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:26591]	ensembl	ensembl_havana
ENSG00000170807	Gene	LMOD2	protein_coding	leiomodin 2 [Source:HGNC Symbol;Acc:HGNC:6648]	ensembl	ensembl_havana
ENSG00000199107	Gene	<null>	miRNA	microRNA 409 [Source:HGNC Symbol;Acc:HGNC:32055]	ensembl	mirbase
ENSG00000276628	Gene	<null>	protein_coding	leukocyte receptor cluster member 1 [Source:HGNC Symbol;Acc:HGNC:15502]	ensembl	ensembl
ENSG00000165633	Gene	VSTM4	protein_coding	V-set and transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26470]	ensembl	ensembl_havana
ENSG00000277725	Gene	KIR2DL2	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6330]	ensembl	havana
ENSG00000198208	Gene	RPS6KL1	protein_coding	ribosomal protein S6 kinase like 1 [Source:HGNC Symbol;Acc:HGNC:20222]	ensembl	ensembl_havana
ENSG00000106714	Gene	CNTNAP3	protein_coding	contactin associated protein like 3 [Source:HGNC Symbol;Acc:HGNC:13834]	ensembl	ensembl_havana
ENSG00000177143	Gene	CETN1	protein_coding	centrin 1 [Source:HGNC Symbol;Acc:HGNC:1866]	ensembl	ensembl_havana
ENSG00000165078	Gene	CPA6	protein_coding	carboxypeptidase A6 [Source:HGNC Symbol;Acc:HGNC:17245]	ensembl	ensembl_havana
ENSG00000135951	Gene	TSGA10	protein_coding	testis specific 10 [Source:HGNC Symbol;Acc:HGNC:14927]	ensembl	ensembl_havana
ENSG00000272104	Gene	XXcos-LUCA11.5	protein_coding	XXcos-LUCA11.5	ensembl	havana
ENSG00000181026	Gene	AEN	protein_coding	apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]	ensembl	ensembl_havana
ENSG00000048162	Gene	NOP16	protein_coding	NOP16 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:26934]	ensembl	ensembl_havana
ENSG00000124194	Gene	GDAP1L1	protein_coding	ganglioside induced differentiation associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:4213]	ensembl	ensembl_havana
ENSG00000280467	Gene	TCF20	protein_coding	transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11631]	ensembl	ensembl_havana
ENSG00000283733	Gene	<null>	miRNA	microRNA 146a [Source:HGNC Symbol;Acc:HGNC:31533]	ensembl	mirbase
ENSG00000276433	Gene	KIR3DL3	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]	ensembl	ensembl_havana
ENSG00000213714	Gene	FAM209B	protein_coding	family with sequence similarity 209 member B [Source:HGNC Symbol;Acc:HGNC:16101]	ensembl	ensembl_havana
ENSG00000153250	Gene	RBMS1	protein_coding	RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]	ensembl	ensembl_havana
ENSG00000221909	Gene	FAM200A	protein_coding	family with sequence similarity 200 member A [Source:HGNC Symbol;Acc:HGNC:25401]	ensembl	ensembl_havana
ENSG00000168297	Gene	PXK	protein_coding	PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326]	ensembl	ensembl_havana
ENSG00000105676	Gene	ARMC6	protein_coding	armadillo repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:25049]	ensembl	ensembl_havana
ENSG00000226858	Gene	ZFP57	protein_coding	ZFP57 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:18791]	ensembl	ensembl_havana
ENSG00000125637	Gene	PSD4	protein_coding	pleckstrin and Sec7 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19096]	ensembl	ensembl_havana
ENSG00000135617	Gene	PRADC1	protein_coding	protease associated domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16047]	ensembl	ensembl_havana
ENSG00000115084	Gene	SLC35F5	protein_coding	solute carrier family 35 member F5 [Source:HGNC Symbol;Acc:HGNC:23617]	ensembl	ensembl_havana
ENSG00000278303	Gene	MUC4	protein_coding	mucin 4, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7514]	ensembl	ensembl_havana
ENSG00000163810	Gene	TGM4	protein_coding	transglutaminase 4 [Source:HGNC Symbol;Acc:HGNC:11780]	ensembl	ensembl_havana
ENSG00000278307	Gene	TAS2R19	protein_coding	taste 2 receptor member 19 [Source:HGNC Symbol;Acc:HGNC:19108]	ensembl	havana
ENSG00000254004	Gene	ZNF260	protein_coding	zinc finger protein 260 [Source:HGNC Symbol;Acc:HGNC:13499]	ensembl	ensembl_havana
ENSG00000124429	Gene	POF1B	protein_coding	POF1B, actin binding protein [Source:HGNC Symbol;Acc:HGNC:13711]	ensembl	ensembl_havana
ENSG00000205944	Gene	DAZ2	protein_coding	deleted in azoospermia 2 [Source:HGNC Symbol;Acc:HGNC:15964]	ensembl	ensembl_havana
ENSG00000283820	Gene	<null>	protein_coding	<null>	ensembl	ensembl
ENSG00000204520	Gene	MICA	protein_coding	MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]	ensembl	ensembl_havana
ENSG00000148841	Gene	ITPRIP	protein_coding	inositol 1,4,5-trisphosphate receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:29370]	ensembl	ensembl_havana
ENSG00000183837	Gene	PNMA3	protein_coding	PNMA family member 3 [Source:HGNC Symbol;Acc:HGNC:18742]	ensembl	ensembl_havana
ENSG00000099330	Gene	OCEL1	protein_coding	occludin/ELL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26221]	ensembl	ensembl_havana
ENSG00000277800	Gene	TBX22	protein_coding	T-box 22 [Source:HGNC Symbol;Acc:HGNC:11600]	ensembl	ensembl_havana
ENSG00000072858	Gene	SIDT1	protein_coding	SID1 transmembrane family member 1 [Source:HGNC Symbol;Acc:HGNC:25967]	ensembl	ensembl_havana
ENSG00000179292	Gene	TMEM151A	protein_coding	transmembrane protein 151A [Source:HGNC Symbol;Acc:HGNC:28497]	ensembl	ensembl_havana
ENSG00000091009	Gene	RBM27	protein_coding	RNA binding motif protein 27 [Source:HGNC Symbol;Acc:HGNC:29243]	ensembl	ensembl_havana
ENSG00000160785	Gene	SLC25A44	protein_coding	solute carrier family 25 member 44 [Source:HGNC Symbol;Acc:HGNC:29036]	ensembl	ensembl_havana
ENSG00000183889	Gene	AC138969.4	protein_coding	nuclear pore complex-interacting protein family member A5 isoform 2  [Source:RefSeq peptide;Acc:NP_001338129]	ensembl	ensembl_havana
ENSG00000100814	Gene	CCNB1IP1	protein_coding	cyclin B1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19437]	ensembl	ensembl_havana
ENSG00000166211	Gene	SPIC	protein_coding	Spi-C transcription factor [Source:HGNC Symbol;Acc:HGNC:29549]	ensembl	ensembl_havana
ENSG00000103248	Gene	MTHFSD	protein_coding	methenyltetrahydrofolate synthetase domain containing [Source:HGNC Symbol;Acc:HGNC:25778]	ensembl	ensembl_havana
ENSG00000231475	Gene	IGHV4-31	IG_V_gene	immunoglobulin heavy variable 4-31 [Source:HGNC Symbol;Acc:HGNC:5649]	ensembl	havana
ENSG00000128710	Gene	HOXD10	protein_coding	homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133]	ensembl	ensembl_havana
ENSG00000152359	Gene	POC5	protein_coding	POC5 centriolar protein [Source:HGNC Symbol;Acc:HGNC:26658]	ensembl	ensembl_havana
ENSG00000129749	Gene	CHRNA10	protein_coding	cholinergic receptor nicotinic alpha 10 subunit [Source:HGNC Symbol;Acc:HGNC:13800]	ensembl	ensembl_havana
ENSG00000138463	Gene	DIRC2	protein_coding	disrupted in renal carcinoma 2 [Source:HGNC Symbol;Acc:HGNC:16628]	ensembl	ensembl_havana
ENSG00000183230	Gene	CTNNA3	protein_coding	catenin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2511]	ensembl	ensembl_havana
ENSG00000236515	Gene	ZBTB9	protein_coding	zinc finger and BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28323]	ensembl	ensembl_havana
ENSG00000261210	Gene	CLEC19A	protein_coding	C-type lectin domain containing 19A [Source:HGNC Symbol;Acc:HGNC:34522]	ensembl	ensembl_havana
ENSG00000176018	Gene	LYSMD3	protein_coding	LysM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26969]	ensembl	ensembl_havana
ENSG00000179397	Gene	C1orf101	protein_coding	catsper channel auxiliary subunit epsilon [Source:HGNC Symbol;Acc:HGNC:28491]	ensembl	ensembl_havana
ENSG00000147471	Gene	PROSC	protein_coding	pyridoxal phosphate binding protein [Source:HGNC Symbol;Acc:HGNC:9457]	ensembl	ensembl_havana
ENSG00000159140	Gene	SON	protein_coding	SON DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]	ensembl	ensembl_havana
ENSG00000176809	Gene	LRRC37A3	protein_coding	leucine rich repeat containing 37 member A3 [Source:HGNC Symbol;Acc:HGNC:32427]	ensembl	ensembl_havana
ENSG00000163331	Gene	DAPL1	protein_coding	death associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:21490]	ensembl	ensembl_havana
ENSG00000251357	Gene	AP000350.10	protein_coding	AP000350.10	ensembl	havana
ENSG00000259916	Gene	RP11-407P15.2	protein_coding	RP11-407P15.2	ensembl	havana
ENSG00000135205	Gene	CCDC146	protein_coding	coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:HGNC:29296]	ensembl	ensembl_havana
ENSG00000121064	Gene	SCPEP1	protein_coding	serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:29507]	ensembl	ensembl_havana
ENSG00000161847	Gene	RAVER1	protein_coding	ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]	ensembl	ensembl_havana
ENSG00000099889	Gene	ARVCF	protein_coding	ARVCF, delta catenin family member [Source:HGNC Symbol;Acc:HGNC:728]	ensembl	ensembl_havana
ENSG00000284586	Gene	<null>	miRNA	microRNA 92b [Source:HGNC Symbol;Acc:HGNC:32920]	ensembl	mirbase
ENSG00000180921	Gene	FAM83H	protein_coding	family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]	ensembl	ensembl_havana
ENSG00000270136	Gene	MINOS1-NBL1	protein_coding	MINOS1-NBL1 readthrough [Source:HGNC Symbol;Acc:HGNC:48338]	ensembl	ensembl_havana
ENSG00000208009	Gene	<null>	miRNA	microRNA 130a [Source:HGNC Symbol;Acc:HGNC:31514]	ensembl	mirbase
ENSG00000153048	Gene	CARHSP1	protein_coding	calcium regulated heat stable protein 1 [Source:HGNC Symbol;Acc:HGNC:17150]	ensembl	ensembl_havana
ENSG00000176635	Gene	HORMAD2	protein_coding	HORMA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28383]	ensembl	ensembl_havana
ENSG00000197992	Gene	CLEC9A	protein_coding	C-type lectin domain containing 9A [Source:HGNC Symbol;Acc:HGNC:26705]	ensembl	ensembl_havana
ENSG00000073331	Gene	ALPK1	protein_coding	alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:20917]	ensembl	ensembl_havana
ENSG00000205544	Gene	TMEM256	protein_coding	transmembrane protein 256 [Source:HGNC Symbol;Acc:HGNC:28618]	ensembl	ensembl_havana
ENSG00000205111	Gene	CDKL4	protein_coding	cyclin dependent kinase like 4 [Source:HGNC Symbol;Acc:HGNC:19287]	ensembl	ensembl_havana
ENSG00000000457	Gene	SCYL3	protein_coding	SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285]	ensembl	ensembl_havana
ENSG00000180787	Gene	ZFP3	protein_coding	ZFP3 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12861]	ensembl	ensembl_havana
ENSG00000089050	Gene	RBBP9	protein_coding	RB binding protein 9, serine hydrolase [Source:HGNC Symbol;Acc:HGNC:9892]	ensembl	ensembl_havana
ENSG00000183439	Gene	TRIM61	protein_coding	tripartite motif containing 61 [Source:HGNC Symbol;Acc:HGNC:24339]	ensembl	havana
ENSG00000087338	Gene	GMCL1	protein_coding	germ cell-less, spermatogenesis associated 1 [Source:HGNC Symbol;Acc:HGNC:23843]	ensembl	ensembl_havana
ENSG00000207864	Gene	<null>	miRNA	microRNA 27b [Source:HGNC Symbol;Acc:HGNC:31614]	ensembl	mirbase
ENSG00000164898	Gene	C7orf55	protein_coding	formation of mitochondrial complex V assembly factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:26946]	ensembl	havana
ENSG00000198040	Gene	ZNF84	protein_coding	zinc finger protein 84 [Source:HGNC Symbol;Acc:HGNC:13159]	ensembl	ensembl_havana
ENSG00000153779	Gene	TGIF2LX	protein_coding	TGFB induced factor homeobox 2 like, X-linked [Source:HGNC Symbol;Acc:HGNC:18570]	ensembl	ensembl_havana
ENSG00000275214	Gene	IFI27	protein_coding	interferon alpha inducible protein 27 [Source:HGNC Symbol;Acc:HGNC:5397]	ensembl	ensembl_havana
ENSG00000179674	Gene	ARL14	protein_coding	ADP ribosylation factor like GTPase 14 [Source:HGNC Symbol;Acc:HGNC:22974]	ensembl	ensembl_havana
ENSG00000007080	Gene	CCDC124	protein_coding	coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]	ensembl	ensembl_havana
ENSG00000189253	Gene	TRIM64B	protein_coding	tripartite motif containing 64B [Source:HGNC Symbol;Acc:HGNC:37147]	ensembl	ensembl_havana
ENSG00000164164	Gene	OTUD4	protein_coding	OTU deubiquitinase 4 [Source:HGNC Symbol;Acc:HGNC:24949]	ensembl	ensembl_havana
ENSG00000283882	Gene	<null>	protein_coding	<null>	ensembl	ensembl
ENSG00000278692	Gene	KIR2DL2	protein_coding	KIR2DL2	ensembl	havana
ENSG00000134369	Gene	NAV1	protein_coding	neuron navigator 1 [Source:HGNC Symbol;Acc:HGNC:15989]	ensembl	ensembl_havana
ENSG00000189377	Gene	CXCL17	protein_coding	C-X-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:19232]	ensembl	ensembl_havana
ENSG00000146909	Gene	NOM1	protein_coding	nucleolar protein with MIF4G domain 1 [Source:HGNC Symbol;Acc:HGNC:13244]	ensembl	ensembl_havana
ENSG00000230885	Gene	MOG	protein_coding	myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]	ensembl	ensembl_havana
ENSG00000278574	Gene	ZNHIT3	protein_coding	zinc finger HIT-type containing 3 [Source:HGNC Symbol;Acc:HGNC:12309]	ensembl	ensembl_havana
ENSG00000185864	Gene	NPIPB4	protein_coding	nuclear pore complex interacting protein family member B4 [Source:HGNC Symbol;Acc:HGNC:41985]	ensembl	ensembl_havana
ENSG00000205279	Gene	CTXN3	protein_coding	cortexin 3 [Source:HGNC Symbol;Acc:HGNC:31110]	ensembl	ensembl_havana
ENSG00000125871	Gene	MGME1	protein_coding	mitochondrial genome maintenance exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:16205]	ensembl	ensembl_havana
ENSG00000104818	Gene	CGB2	protein_coding	chorionic gonadotropin beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:16722]	ensembl	ensembl_havana
ENSG00000173714	Gene	WFIKKN2	protein_coding	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30916]	ensembl	ensembl_havana
ENSG00000234284	Gene	ZNF879	protein_coding	zinc finger protein 879 [Source:HGNC Symbol;Acc:HGNC:37273]	ensembl	ensembl_havana
ENSG00000160392	Gene	C19orf47	protein_coding	chromosome 19 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:26723]	ensembl	ensembl_havana
ENSG00000117899	Gene	MESDC2	protein_coding	mesoderm development LRP chaperone [Source:HGNC Symbol;Acc:HGNC:13520]	ensembl	ensembl_havana
ENSG00000234852	Gene	ZBTB12	protein_coding	zinc finger and BTB domain containing 12 [Source:HGNC Symbol;Acc:HGNC:19066]	ensembl	ensembl_havana
ENSG00000166682	Gene	TMPRSS5	protein_coding	transmembrane protease, serine 5 [Source:HGNC Symbol;Acc:HGNC:14908]	ensembl	ensembl_havana
ENSG00000176182	Gene	MYPOP	protein_coding	Myb related transcription factor, partner of profilin [Source:HGNC Symbol;Acc:HGNC:20178]	ensembl	ensembl_havana
ENSG00000283292	Gene	HNRNPCL3	protein_coding	heterogeneous nuclear ribonucleoprotein C-like 3 [Source:HGNC Symbol;Acc:HGNC:51235]	ensembl	ensembl_havana
ENSG00000105507	Gene	CABP5	protein_coding	calcium binding protein 5 [Source:HGNC Symbol;Acc:HGNC:13714]	ensembl	ensembl_havana
ENSG00000213762	Gene	ZNF134	protein_coding	zinc finger protein 134 [Source:HGNC Symbol;Acc:HGNC:12918]	ensembl	ensembl_havana
ENSG00000186409	Gene	CCDC30	protein_coding	coiled-coil domain containing 30 [Source:HGNC Symbol;Acc:HGNC:26103]	ensembl	ensembl_havana
ENSG00000106330	Gene	MOSPD3	protein_coding	motile sperm domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25078]	ensembl	ensembl_havana
ENSG00000165935	Gene	SMCO2	protein_coding	single-pass membrane protein with coiled-coil domains 2 [Source:HGNC Symbol;Acc:HGNC:34448]	ensembl	ensembl_havana
ENSG00000213799	Gene	ZNF845	protein_coding	zinc finger protein 845 [Source:HGNC Symbol;Acc:HGNC:25112]	ensembl	ensembl_havana
ENSG00000100722	Gene	ZC3H14	protein_coding	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]	ensembl	ensembl_havana
ENSG00000276084	Gene	KIR3DL3	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]	ensembl	ensembl_havana
ENSG00000054611	Gene	TBC1D22A	protein_coding	TBC1 domain family member 22A [Source:HGNC Symbol;Acc:HGNC:1309]	ensembl	ensembl_havana
ENSG00000199172	Gene	<null>	miRNA	microRNA 331 [Source:HGNC Symbol;Acc:HGNC:31772]	ensembl	mirbase
ENSG00000277175	Gene	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	ensembl	ensembl_havana
ENSG00000215612	Gene	HMX1	protein_coding	H6 family homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5017]	ensembl	ensembl_havana
ENSG00000203877	Gene	RIPPLY2	protein_coding	ripply transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:21390]	ensembl	ensembl_havana
ENSG00000180035	Gene	ZNF48	protein_coding	zinc finger protein 48 [Source:HGNC Symbol;Acc:HGNC:13114]	ensembl	ensembl_havana
ENSG00000147223	Gene	RIPPLY1	protein_coding	ripply transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:25117]	ensembl	ensembl_havana
ENSG00000130943	Gene	PKDREJ	protein_coding	polycystin family receptor for egg jelly [Source:HGNC Symbol;Acc:HGNC:9015]	ensembl	ensembl_havana
ENSG00000207948	Gene	<null>	miRNA	microRNA 328 [Source:HGNC Symbol;Acc:HGNC:31770]	ensembl	mirbase
ENSG00000269058	Gene	CALR3	protein_coding	calreticulin 3 [Source:HGNC Symbol;Acc:HGNC:20407]	ensembl	ensembl_havana
ENSG00000163362	Gene	C1orf106	protein_coding	innate immunity activator [Source:HGNC Symbol;Acc:HGNC:25599]	ensembl	ensembl_havana
ENSG00000113716	Gene	HMGXB3	protein_coding	HMG-box containing 3 [Source:HGNC Symbol;Acc:HGNC:28982]	ensembl	ensembl_havana
ENSG00000281991	Gene	TMEM265	protein_coding	transmembrane protein 265 [Source:HGNC Symbol;Acc:HGNC:51241]	ensembl	ensembl_havana
ENSG00000207638	Gene	<null>	miRNA	microRNA 99a [Source:HGNC Symbol;Acc:HGNC:31650]	ensembl	mirbase
ENSG00000198054	Gene	DSCR8	protein_coding	Down syndrome critical region 8 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:16707]	ensembl	ensembl_havana
ENSG00000101542	Gene	CDH20	protein_coding	cadherin 20 [Source:HGNC Symbol;Acc:HGNC:1760]	ensembl	ensembl_havana
ENSG00000149435	Gene	GGTLC1	protein_coding	gamma-glutamyltransferase light chain 1 [Source:HGNC Symbol;Acc:HGNC:16437]	ensembl	ensembl_havana
ENSG00000122145	Gene	TBX22	protein_coding	T-box 22 [Source:HGNC Symbol;Acc:HGNC:11600]	ensembl	ensembl_havana
ENSG00000237962	Gene	C6orf205	protein_coding	mucin 21, cell surface associated [Source:HGNC Symbol;Acc:HGNC:21661]	ensembl	ensembl_havana
ENSG00000206538	Gene	VGLL3	protein_coding	vestigial like family member 3 [Source:HGNC Symbol;Acc:HGNC:24327]	ensembl	ensembl_havana
ENSG00000284017	Gene	PLCL2	protein_coding	phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064]	ensembl	ensembl_havana
ENSG00000182508	Gene	LHFPL1	protein_coding	LHFPL tetraspan subfamily member 1 [Source:HGNC Symbol;Acc:HGNC:6587]	ensembl	ensembl_havana
ENSG00000198746	Gene	GPATCH3	protein_coding	G-patch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25720]	ensembl	ensembl_havana
ENSG00000184033	Gene	CTAG1B	protein_coding	cancer/testis antigen 1B [Source:HGNC Symbol;Acc:HGNC:2491]	ensembl	ensembl_havana
ENSG00000182053	Gene	TRIM49B	protein_coding	tripartite motif containing 49B [Source:HGNC Symbol;Acc:HGNC:42955]	ensembl	ensembl_havana
ENSG00000234605	Gene	PSORS1C2	protein_coding	psoriasis susceptibility 1 candidate 2 [Source:HGNC Symbol;Acc:HGNC:17199]	ensembl	ensembl_havana
ENSG00000114853	Gene	ZBTB47	protein_coding	zinc finger and BTB domain containing 47 [Source:HGNC Symbol;Acc:HGNC:26955]	ensembl	ensembl_havana
ENSG00000171425	Gene	ZNF581	protein_coding	zinc finger protein 581 [Source:HGNC Symbol;Acc:HGNC:25017]	ensembl	ensembl_havana
ENSG00000259522	Gene	RP11-468E2.2	protein_coding	RP11-468E2.2	ensembl	havana
ENSG00000273814	Gene	OCLN	protein_coding	occludin [Source:HGNC Symbol;Acc:HGNC:8104]	ensembl	ensembl_havana
ENSG00000174137	Gene	FAM53A	protein_coding	family with sequence similarity 53 member A [Source:HGNC Symbol;Acc:HGNC:31860]	ensembl	ensembl_havana
ENSG00000211799	Gene	TRAV19	TR_V_gene	T-cell receptor alpha variable 19 [Source:HGNC Symbol;Acc:HGNC:12115]	ensembl	havana
ENSG00000231975	Gene	MCCD1	protein_coding	mitochondrial coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:20668]	ensembl	ensembl_havana
ENSG00000211957	Gene	IGHV3-35	IG_V_gene	immunoglobulin heavy variable 3-35 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5598]	ensembl	havana
ENSG00000174332	Gene	GLIS1	protein_coding	GLIS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:29525]	ensembl	ensembl_havana
ENSG00000278516	Gene	LENG1	protein_coding	leukocyte receptor cluster member 1 [Source:HGNC Symbol;Acc:HGNC:15502]	ensembl	ensembl_havana
ENSG00000261794	Gene	GOLGA8H	protein_coding	golgin A8 family member H [Source:HGNC Symbol;Acc:HGNC:37443]	ensembl	ensembl_havana
ENSG00000007376	Gene	RPUSD1	protein_coding	RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]	ensembl	ensembl_havana
ENSG00000241566	Gene	IGKV2D-24	IG_V_gene	immunoglobulin kappa variable 2D-24 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5797]	ensembl	havana
ENSG00000207862	Gene	<null>	miRNA	microRNA 518b [Source:HGNC Symbol;Acc:HGNC:32106]	ensembl	mirbase
ENSG00000236424	Gene	TSPY10	protein_coding	testis specific protein, Y-linked 10 [Source:HGNC Symbol;Acc:HGNC:37473]	ensembl	ensembl_havana
ENSG00000099949	Gene	LZTR1	protein_coding	leucine zipper like transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:6742]	ensembl	ensembl_havana
ENSG00000164334	Gene	FAM170A	protein_coding	family with sequence similarity 170 member A [Source:HGNC Symbol;Acc:HGNC:27963]	ensembl	ensembl_havana
ENSG00000282941	Gene	TCEA3	protein_coding	transcription elongation factor A3 [Source:HGNC Symbol;Acc:HGNC:11615]	ensembl	ensembl_havana
ENSG00000204071	Gene	TCEAL6	protein_coding	transcription elongation factor A like 6 [Source:HGNC Symbol;Acc:HGNC:24553]	ensembl	ensembl_havana
ENSG00000127903	Gene	ZNF835	protein_coding	zinc finger protein 835 [Source:HGNC Symbol;Acc:HGNC:34332]	ensembl	ensembl_havana
ENSG00000207957	Gene	<null>	miRNA	microRNA 105-1 [Source:HGNC Symbol;Acc:HGNC:31492]	ensembl	mirbase
ENSG00000153404	Gene	PLEKHG4B	protein_coding	pleckstrin homology and RhoGEF domain containing G4B [Source:HGNC Symbol;Acc:HGNC:29399]	ensembl	ensembl_havana
ENSG00000270024	Gene	C8orf44-SGK3	protein_coding	C8orf44-SGK3 readthrough [Source:HGNC Symbol;Acc:HGNC:48354]	ensembl	havana
ENSG00000262911	Gene	DNAJC28	protein_coding	DnaJ heat shock protein family (Hsp40) member C28 [Source:HGNC Symbol;Acc:HGNC:1297]	ensembl	ensembl_havana
ENSG00000087995	Gene	METTL2A	protein_coding	methyltransferase like 2A [Source:HGNC Symbol;Acc:HGNC:25755]	ensembl	ensembl_havana
ENSG00000167524	Gene	SGK494	protein_coding	uncharacterized serine/threonine-protein kinase SgK494 [Source:NCBI gene;Acc:124923]	ensembl	ensembl_havana
ENSG00000231989	Gene	CTB-83D3.1	protein_coding	protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16318]	ensembl	ensembl_havana
ENSG00000274700	Gene	<null>	protein_coding	<null>	ensembl	ensembl
ENSG00000187105	Gene	HEATR4	protein_coding	HEAT repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:16761]	ensembl	ensembl_havana
ENSG00000196663	Gene	TECPR2	protein_coding	tectonin beta-propeller repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:19957]	ensembl	ensembl_havana
